id,name,cleaned_incredients
619,Keto Pan-Fried Salmon with Asparagus and Leek Saute,"1 Tablespoon of coconut oil (15 ml), to cook the salmon with 2 salmon filets (with skin on) (340 g), fresh or frozen, defrosted if frozen 1 Tablespoon of olive oil (15 ml), to cook the asparagus with 6 spears of asparagus (96 g), thinly sliced 0.5 leek (45 g), thinly sliced 1 Tablespoon of lemon juice (15 ml) (or to taste) Salt and pepper, to taste"
620,Keto Spicy Basil Vegetable Stir-Fry,"2 Tablespoons of coconut oil (30 ml), divided, to cook with 2 cloves of garlic (6 g), chopped 2 zucchinis (240 g), chopped 6 cherry tomatoes (102 g), chopped 1 medium bell pepper (120 g), sliced 4 Tablespoons of fresh basil leaves (8 g), chopped 1 teaspoon of hot sauce (5 ml) (optional) (or to taste) 4 medium eggs Salt and pepper, to taste"
621,Keto Garlic Butter Steak and Green Beans,"For the steaks - 2 beef steaks (400 g) 1 Tablespoon of ghee (15 ml), to cook the steaks with 2 cloves of garlic, minced or finely diced 2 Tablespoons of fresh parsley (4 g), chopped Salt, to taste For the green beans - 4 oz green beans (112 g), chopped (approx. 20 green beans) 2 cloves of garlic (6 g), minced or finely diced 1 Tablespoon of avocado oil (15 ml), to cook the green beans with Salt and pepper, to taste"
622,Keto Smoked Salmon with Poached Egg and Cauliflower Salad,"0.5 head of cauliflower (300 g), broken into small florets 1 Tablespoon of chives (3 g), chopped 4 Tablespoons of mayo (60 ml) 2 teaspoons of mustard (10 ml) 4 medium eggs 8 oz of smoked salmon (224 g) Salt and pepper, to taste"
623,Keto Meatball Bake,"For the meatballs - 2 lbs of ground beef (900 g) 1 cup of fresh basil leaves (32 g), chopped 1 cup of fresh parsley (16 g), chopped 1 medium egg, whisked 1 Tablespoon of avocado oil (15 ml), to cook with Salt and pepper, to taste For the bake - 6 slices of bacon (168 g), diced 1 can of tomato sauce (425 g) 1 can of diced tomatoes (400 g) 1 medium onion (110 g), thinly sliced 1 cup of fresh basil leaves (32 g), chopped 3 cloves of garlic (9 g), minced or finely diced Salt and pepper, to taste"
624,Keto Chicken and Chives Patties with Spinach Salad,"For the patties - 1 chicken breast (200 g), cut into several pieces 1 medium egg (44 g) 2 Tablespoons of chives (6 g), chopped 0.25 cup of almond flour (30 g) 1 Tablespoon of coconut oil (15 ml), to cook with Salt and pepper, to taste For the salad - 2 cups of spinach (60 g) 2 Tablespoons of olive oil (30 ml) 2 teaspoons of vinegar (10 ml) (of choice)"
625,Keto Easy Mexican Tacos,"1 Tablespoon of avocado oil (15 ml), to cook with 0.75 lb of ground beef (338 g) 1 medium onion (110 g), thinly sliced 1 medium bell pepper (120 g), sliced 1 small tomato (90 g), chopped 4 cloves of garlic (12 g), minced or finely diced 1 teaspoon of cumin powder (2 g) 1 teaspoon of paprika (2 g) 3 Tablespoons of fresh cilantro (3 g), chopped 1 head of romaine lettuce (200 g), separated into individual leaves Salt and pepper, to taste"
626,Keto Spicy Beef Avocado Cups,"1 Tablespoon of avocado oil (15 ml), to cook with 0.5 medium onion (55 g), thinly sliced 2 chili peppers (28 g), seeds removed and finely diced (optional) 1 beef steak (200 g), sliced 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 large avocado (200 g), halved and stone removed Salt and pepper, to taste"
627,Keto Cauliflower Beef Curry,"1 Tablespoon of coconut oil (15 ml), to cook with 1.5 lbs of beef stew chunks (675 g) 1 Tablespoon of cumin powder (6 g) 0.5 head of cauliflower (300 g), chopped small 2 cups of beef broth (480 ml) 0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 4 Tablespoons of curry powder (28 g) 2 Tablespoons of garlic powder (20 g) Salt and pepper, to taste"
628,Keto Poached Eggs Spinach Salad,"For the salad - 4 medium eggs 4 slices of bacon (112 g), diced 4 cups of spinach (120 g) 0.25 medium onion (28 g), thinly sliced Salt and pepper, to taste For the dressing - 2 Tablespoons of olive oil (30 ml) 2 teaspoons of vinegar (10 ml) (of choice)"
629,Keto Chocolate Orange Muffins,"1 large avocado (200 g), chopped 1 cup of almond butter (240 ml) 1 small orange (100 g), juiced 2 medium eggs, whisked 6 Tablespoons of cacao powder (36 g) 2 teaspoons of orange zest (12 g) 1 teaspoon of vanilla extract (5 ml) 1 teaspoon of baking soda (4 g) 1 teaspoon of baking powder (2 g) Keto sweetener, to taste Dash of salt"
630,Keto Singapore-Style Noodles,"1 Tablespoon of avocado oil (15 ml), to cook with 1 chicken breast (200 g), diced 3 medium eggs, whisked 2 zucchinis (240 g), spiralized or use a vegetable peeler to create noodle-like strands 1 medium bell pepper (120 g), thinly sliced 0.5 medium onion (55 g), thinly sliced 1 carrot (50 g), spiralized or use a vegetable peeler to create noodle-like strands 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 Tablespoon of vinegar (15 ml) (of choice) 3 cloves of garlic (9 g), minced or finely diced 1 Tablespoon of curry powder (7 g) 1 Tablespoon of fresh ginger (5 g), minced or finely diced 1 chili pepper (14 g), seeds removed and finely diced (optional) Salt and pepper, to taste"
631,Keto Roasted Garlic Broccoli and Mushrooms,"1 head of broccoli (450 g), broken into small florets 10 white button mushrooms (100 g), sliced 4 cloves of garlic (12 g), minced or finely diced 2 Tablespoons of olive oil (30 ml), to roast the vegetables with 2 Tablespoons of lemon juice (30 ml) (or to taste) Salt and pepper, to taste"
632,Keto Guacamole Chicken Bacon Burgers,"For the burgers - 1.75 lbs of ground chicken (788 g) 4 slices of bacon (112 g), chopped small 0.25 medium onion (28 g), chopped small 2 cloves of garlic (6 g), minced or finely diced 1 Tablespoon of avocado oil (15 ml), to cook with Salt and pepper, to taste For the guacamole - 1 large avocado (200 g), mashed 1 small tomato (90 g), chopped small 0.25 medium onion (28 g), thinly sliced 4 Tablespoons of lime juice (60 ml) 4 Tablespoons of fresh cilantro (4 g), chopped Salt and pepper, to taste"
633,Keto Bacon Avocado Caesar Salad,"For the salad - 6 slices of bacon (168 g), diced 2 heads of romaine lettuce (400 g), chopped 1 large avocado (200 g), sliced For the dressing - 6 Tablespoons of mayo (90 ml) 2 teaspoons of mustard (10 ml) 1 Tablespoon of garlic powder (10 g) Salt and pepper, to taste"
634,Keto Eggplant Lasagna,"1 Tablespoon of coconut oil (15 ml), to cook with 0.75 lb of ground pork (338 g) 0.75 lb of ground beef (338 g) 1 medium onion (110 g), thinly sliced 1 can of diced tomatoes (400 g) 1 can of tomato paste (170 g) 4 cloves of garlic (12 g), minced or finely diced 6 Tablespoons of fresh parsley (6 g), chopped 1 Tablespoon of fennel seeds (6 g) 2 Tablespoons of fresh basil leaves (4 g), chopped 1 Tablespoon of dried oregano (3 g) 1 Tablespoon of dried thyme (3 g) 2 medium eggs, whisked 1 medium eggplant (500 g), sliced into approx. 1/2-inch (1.25 cm) slices 3 Tablespoons of salt (45 g) (for boiling the eggplant slices) Salt and pepper, to taste"
635,"Keto Shrimp and ""Grits""","0.5 cup of coconut cream (120 ml) (from the top of a refrigerated can of coconut milk) 8 Tablespoons of shredded coconut (40 g) 1 Tablespoon of olive oil (15 ml), to cook with 2 slices of bacon (56 g), diced 6 white button mushrooms (60 g), sliced 1 green onion (5 g), finely diced 0.75 lb of shrimp (338 g), defrosted if frozen, peeled and deveined 2 cloves of garlic (6 g), peeled and minced 2 Tablespoons of lemon juice (30 ml) (or to taste) 2 Tablespoons of fresh parsley (2 g), chopped (for garnish) Salt and pepper, to taste"
636,Keto Slow Cooked Beef Casserole,"2 Tablespoons of avocado oil (30 ml), to cook with 1 lb of beef stew chunks (450 g) 1 cup of beef broth (240 ml) 3 Tablespoons of gluten-free tamari sauce or coconut aminos (45 ml) 4 cloves of garlic (12 g), minced or finely diced 1 medium bell pepper (120 g), chopped 1 zucchini (120 g), chopped 1 medium onion (110 g), thinly sliced 1 small tomato (90 g), chopped Salt and pepper, to taste"
637,Keto Avocado Tuna Bowl with Tahini Tamari Paste,"For the avocado tuna bowl - 2 cans of tuna (340 g), drained and flaked 2 Tablespoons of olive oil (30 ml) 2 Tablespoons of lime juice (30 ml) 2 Tablespoons of fresh cilantro (2 g), chopped 1 large avocado (200 g), sliced Salt and pepper, to taste For the tahini tamari paste - 4 Tablespoons of tahini sauce (60 ml) 3 Tablespoons of gluten-free tamari sauce or coconut aminos (45 ml) 1 Tablespoon of sesame oil (15 ml) Salt, to taste"
638,Keto 5-Spice Pork Stir-Fry,"1 Tablespoon of avocado oil (15 ml), to cook with 1 lb of pork tenderloin (450 g), sliced 2 green onions (10 g), sliced 2 cloves of garlic (6 g), minced or finely diced 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 Tablespoon of Chinese five-spice seasoning (6 g) 1 teaspoon of dried oregano (1 g) Salt and pepper, to taste"
639,Keto Zesty Baked Chicken Nuggets with Ranch Dipping Sauce,"For the chicken nuggets - 1 cup of almond flour (120 g) 2 Tablespoons of garlic powder (20 g) 2 Tablespoons of onion powder (14 g) 1 teaspoon of paprika (2 g) 1 teaspoon of dried oregano (1 g) 1 teaspoon of salt (5 g) (or to taste) 1 teaspoon of pepper (1 g) (or to taste) 2 medium eggs, whisked 2 chicken breasts (400 g), cut into 2-inch by 1-inch (5 cm by 2.5 cm) pieces For the ranch dipping sauce - 4 Tablespoons of mayo (60 ml) 0.25 cup of coconut cream (60 ml) (from the top of a refrigerated can of coconut milk) 1 Tablespoon of garlic powder (10 g) 1 Tablespoon of onion powder (7 g) Salt and pepper, to taste"
640,Keto Special Sauce Egg Salad,"4 medium eggs 2 slices of bacon (56 g), diced 1 stalk of celery (20 g), sliced 2 Tablespoons of mayo (30 ml) 2 teaspoons of mustard (10 ml) 1 teaspoon of tomato paste (9 g) Salt and pepper, to taste"
641,Keto Ground Beef Stroganoff,"1 Tablespoon of ghee (15 ml), to cook with 0.5 medium onion (55 g), thinly sliced 10 white button mushrooms (100 g), sliced 3 cloves of garlic (9 g), minced or finely diced 1.5 lbs of ground beef (675 g) 1 cup of coconut cream (240 ml) (from the top of a refrigerated can of coconut milk) Salt and pepper, to taste"
642,Keto Egg and Ham Rolls,"2 Tablespoons of avocado oil (30 ml), divided, to cook with 4 medium eggs, whisked 6 slices of ham (168 g), sliced into thin strips 1 cucumber (220 g), sliced into thin strips Salt and pepper, to taste"
643,Keto Baked Salmon with Bacon and Cabbage,"For the salmon - 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen 2 Tablespoons of olive oil (30 ml), divided Salt and pepper, to taste For the cabbage - 2 slices of bacon (56 g), diced 0.25 head of cabbage (175 g), thinly sliced 0.5 cup of chicken broth (120 ml) Salt and pepper, to taste"
644,Keto Chicken and Cabbage Soup,"1 Tablespoon of avocado oil (15 ml), to cook with 4 chicken breasts (800 g), diced 0.25 medium onion (28 g), thinly sliced 0.5 head of cabbage (350 g), thinly sliced 1 carrot (50 g), shredded or thinly sliced 2 stalks of celery (40 g), sliced 4 cups of chicken broth (960 ml) Salt and pepper, to taste"
645,Keto Smoked Salmon and Cucumber Wraps,"4 slices of ham (112 g) 2 Tablespoons of mayo (30 ml) 4 oz of smoked salmon (112 g) 1 cucumber (220 g), sliced thin"
646,Keto Carrot and Eggs Saute,"1 Tablespoon of coconut oil (15 ml), to cook with 4 medium eggs, whisked 4 slices of bacon (112 g), diced 1 carrot (50 g), grated or thinly sliced 0.25 medium onion (28 g), thinly sliced Salt and pepper, to taste"
647,Keto Ham and Mustard on Toast,"1/3 cup of almond flour (40 g) 0.5 teaspoon of baking powder (1 g) Dash of salt 1 medium egg, whisked 2.5 Tablespoons of ghee (38 ml), melted (plus additional for the mug) 8 slices of ham (224 g) 2 teaspoons of mustard (10 ml) (or to taste)"
648,Keto Asparagus Tomato Saute,"1 Tablespoon of olive oil (15 ml), to cook with 14 spears of asparagus (224 g), chopped 6 cherry tomatoes (102 g), halved 3 cloves of garlic (9 g), minced or finely diced Salt and pepper, to taste"
649,Keto Cumin-Spiced Chicken and Vegetable Casserole,"1 Tablespoon of coconut oil (15 ml), to cook with 4 chicken breasts (800 g), diced 1 cup of coconut cream (240 ml) (from the tops of 2 refrigerated cans of coconut milk) 0.5 head of cauliflower (300 g), broken into small florets 1 medium onion (110 g), thinly sliced 3 cups of spinach (90 g), chopped 1 carrot (50 g), grated or thinly sliced 1 Tablespoon of cumin powder (6 g) (or to taste) 3 Tablespoons of fresh parsley (3 g), chopped Salt and pepper, to taste"
650,Keto Egg and Bacon Wraps,"4 slices of bacon (112 g), diced 6 medium eggs, whisked 2 green onions (10 g), chopped 4 slices of ham (112 g) Salt and pepper, to taste"
651,Keto Lemon Salmon with Crispy Kale,"3 Tablespoons of olive oil (45 ml), divided 2 filets of salmon (with skin on), fresh or frozen (340 g), defrosted if frozen 2 Tablespoons of lemon juice (30 ml) (or to taste) 4 oz of kale (112 g), stems removed Salt and pepper, to taste"
652,Keto Tuna Kale Salad,"3 cans of tuna (510 g), drained and flaked 4 oz of kale (112 g), stems removed and leaves torn 1 carrot (50 g), grated or thinly sliced 0.25 medium onion (28 g), thinly sliced 4 Tablespoons of mayo (60 ml) 1 teaspoon of mustard (5 ml) Salt and pepper, to taste"
653,Keto Easy Broccoli Beef,"1 Tablespoon of avocado oil (15 ml), to cook with 0.5 head of broccoli (225 g), broken into small florets 1.5 lbs of ground beef (675 g) 4 cloves of garlic (12 g), minced or finely diced 1 Tablespoon of fresh ginger (5 g), minced or finely diced 2 Tablespoons of gluten-free tamari sauce or coconut aminos (30 ml) 1 teaspoon of sesame oil (5 ml) (or to taste) Salt and pepper, to taste"
654,Keto Poached Egg Kale Bowl,"4 medium eggs 4 slices of bacon (112 g), diced 4 oz of kale (112 g), stems removed and leaves torn 3 oz of green beans (84 g) 5 spears of asparagus (80 g), chopped 0.25 medium onion (28 g), thinly sliced Salt and pepper, to taste"
655,Keto Blueberry Streusel Bars,For the crust - 1.5 cups of almond flour (180 g) 4 Tablespoons of coconut flour (28 g) 6 Tablespoons of ghee (90 ml) 4 Tablespoons of erythritol (48 g) (or to taste) 1 teaspoon of vanilla extract (5 ml) Dash of salt For the filling - 1 cup blueberries (150 g) 2 Tablespoons of water (30 ml) 1 teaspoon of vanilla extract (5 ml) 1 teaspoon of lemon juice (5 ml) 1 Tablespoon of flax meal (7 g) 4 Tablespoons of erythritol (48 g) (or to taste) For the topping - 4 Tablespoons of shredded coconut  (20 g) 2 Tablespoons of coconut flakes (8 g)
656,Keto Simple Scrambled Egg and Guacamole,"For the scrambled eggs - 1 Tablespoon of coconut oil (15 ml), to cook with 6 medium eggs, whisked Salt and pepper, to taste For the guacamole - 1 large avocado (200 g), mashed 0.5 small tomato (45 g), chopped small 1 Tablespoon of lime juice (15 ml) 1 Tablespoon of onion powder (7 g) (or to taste) 1 Tablespoon of fresh cilantro (1 g), chopped Salt and pepper, to taste"
657,Keto Lomo Saltado with Cauliflower Rice,"For the Lomo Saltado - 1 Tablespoon of avocado oil (15 ml), to cook with 1.5 lbs of beef round (675 g), thinly sliced (freeze it for a short time to make it easy to slice) 3 small tomatoes (270 g), sliced 4 Tablespoons of gluten-free tamari sauce or coconut aminos (60 ml) 8 Tablespoons of fresh cilantro (8 g), roughly chopped Salt and pepper, to taste For the cauliflower rice - 1 Tablespoon of coconut oil (15 ml), to cook cauliflower with 0.5 head of cauliflower (300 g), processed into rice-like pieces Salt, to taste"
658,Keto Chicken and Tomato Noodle Soup,"1 Tablespoon of avocado oil (15 ml), to cook with 2 chicken breasts (400 g), diced 4 cups of chicken broth (960 ml) 1 zucchini (120 g), spiralized or use a vegetable peeler to create noodle-like strands 1 small tomato (90 g), chopped small 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
659,Keto Simple 4-Ingredient Tuna Salad,"2 cans of tuna (340 g), drained and flaked 1 cucumber (220 g), thinly sliced 4 Tablespoons of mayo (60 ml) 2 Tablespoons of fresh cilantro (2 g), chopped Salt and pepper, to taste"
660,"Keto ""Notato"" Salad","0.5 head of cauliflower (300 g), broken into small florets 2 Tablespoons of chives (6 g), chopped 4 Tablespoons of mayo (60 ml) 2 teaspoons of mustard (10 ml) (or to taste) Salt and pepper, to taste"
661,Keto Simple Avocado and Egg Salad,"4 medium eggs 2 large avocados (400 g), sliced 4 Tablespoons of mayo (60 ml) 1 teaspoon of mustard (5 ml) Salt and pepper, to taste"
662,Keto Coconut Carrot Chicken Stew,"1 Tablespoon of coconut oil (15 ml), to cook with 4 chicken breasts (800 g), diced 2 slices of bacon (56 g), diced 3 carrots (150 g), chopped small 1 medium onion (110 g), thinly sliced 3 cloves of garlic (9 g), minced or finely diced 1 cup of coconut cream (240 ml) (from the tops of 2 refrigerated cans of coconut milk) 1 cup of chicken broth (240 ml) 1 small tomato (90 g), chopped small 3 Tablespoons of lime juice (45 ml) 6 Tablespoons of fresh cilantro (6 g), chopped Salt and pepper, to taste"
663,Keto No-Mayo Coleslaw,"1 head of cabbage (700 g), shredded or thinly sliced 1 medium onion (110 g), thinly sliced 1 carrot (50 g), grated or thinly sliced 4 Tablespoons of olive oil (60 ml) 3 Tablespoons of lime juice (45 ml) (or to taste) 3 Tablespoons of fresh cilantro (3 g), chopped Salt and pepper, to taste"
